gift_id,gift_type,gift_category,gift_cluster,instock_date,stock_update_date,lsg_1,lsg_2,lsg_3,lsg_4,lsg_5,lsg_6,uk_date1,uk_date2,is_discounted,volumes,price
GF_16746,908,14,7428,2015-05-06 16:00:24.000,2017-03-13 18:47:41.000,4339,559,1954,433,9,279,2017-03-05 21:48:44.000,2017-02-09 09:38:53.462,0,10.0,125.81
GF_9022,399,296,2646,2015-05-06 16:03:00.000,2017-03-13 20:40:09.000,9144,1475,7975,1626,9,1854,2015-05-05 14:03:00.000,2015-05-03 04:09:00.460,0,9.0,104.35
GF_5876,257,282,3714,2015-05-06 16:03:25.000,2017-03-13 21:09:10.000,4145,5476,1736,1024,9,1256,2015-05-05 13:03:25.000,2015-05-02 06:12:31.700,0,8.0,67.91
GF_6483,660,305,2689,2015-05-06 16:09:22.000,2017-03-07 20:37:27.000,5565,5383,3527,429,9,396,2017-04-02 15:40:39.000,2017-03-28 14:34:21.010,0,29.0,45.54
GF_6471,660,305,2689,2015-05-06 16:09:22.000,2017-03-08 18:37:27.000,5565,5383,3527,1969,9,396,2017-04-01 13:40:39.000,2017-03-26 14:34:21.010,0,29.0,49.24
GF_19280,660,305,3424,2015-05-06 16:09:22.000,2017-03-11 18:42:05.000,5563,5348,3520,1267,9,319,2017-03-31 13:40:39.000,2017-03-29 10:34:20.969,0,10.0,44.53
GF_19270,660,305,3424,2015-05-06 16:09:22.000,2017-03-12 17:42:05.000,5563,5348,3520,1454,9,319,2017-03-29 16:40:39.000,2017-03-27 13:34:20.969,0,6.0,52.02
GF_19257,660,305,3424,2015-05-06 16:09:22.000,2017-03-13 16:42:05.000,5563,5348,3520,453,9,319,2017-04-02 12:40:39.000,2017-03-29 12:34:20.969,0,6.0,42.86
GF_16123,399,295,3787,2015-05-06 16:09:55.000,2017-03-13 18:42:14.000,9142,1573,7972,1702,9,1913,2017-03-30 16:43:56.000,2017-03-27 14:43:03.064,0,13.0,66.91
GF_17544,464,282,2636,2015-05-06 16:10:05.000,2017-03-11 19:21:58.000,4825,3701,8017,770,9,1081,2015-09-25 13:28:43.000,2015-09-22 03:00:00.000,0,17.0,60.03
GF_232,660,116,260,2015-05-06 16:10:20.000,2017-03-11 17:47:57.000,5543,6408,3541,1067,9,391,2017-03-31 12:39:57.000,2017-03-28 12:57:49.471,0,26.0,42.7
GF_201,660,116,260,2015-05-06 16:10:20.000,2017-03-11 17:47:57.000,5543,6408,3541,625,9,391,2017-03-31 13:39:57.000,2017-03-27 10:57:49.471,0,27.0,53.47
GF_248,660,116,260,2015-05-06 16:10:20.000,2017-03-11 18:47:57.000,5543,6408,3541,446,9,391,2017-02-02 02:21:08.000,2016-01-17 03:00:00.000,1,25.0,32.56
GF_203,660,116,260,2015-05-06 16:10:20.000,2017-03-13 20:47:57.000,5543,6408,3541,1073,9,391,2017-03-29 14:39:57.000,2017-03-28 13:57:49.471,0,27.0,55.22
GF_15261,415,450,3280,2015-05-06 16:10:27.000,2017-03-12 20:39:44.000,4689,4404,7995,1887,9,932,2017-03-29 14:40:22.000,2017-03-30 10:18:07.350,0,23.0,64.65
GF_15126,374,57,2638,2015-05-06 16:10:51.000,2017-03-12 18:10:37.000,4534,2680,2202,425,9,365,2017-03-30 13:40:31.000,2017-03-26 11:24:14.526,0,8.0,47.35
GF_6912,707,450,6555,2015-05-06 16:10:53.000,2017-03-13 17:43:10.000,9301,3762,8274,591,9,921,2015-09-24 13:27:54.000,2015-09-24 05:00:00.000,0,7.0,128.08
GF_6910,707,450,6555,2015-05-06 16:10:53.000,2017-03-13 19:43:10.000,9301,3762,8274,924,9,921,2015-05-05 17:10:53.000,2015-04-30 03:33:15.968,0,10.0,135.48
GF_17562,903,97,192,2015-05-06 16:11:11.000,2017-03-13 17:10:23.000,9385,7208,8437,469,9,582,2017-03-11 19:10:23.000,2017-02-11 20:09:14.820,0,15.0,61.75
GF_12364,176,565,6847,2015-05-06 16:11:13.000,2017-03-11 17:44:58.000,3848,5231,1296,463,9,517,2015-09-24 14:21:40.000,2016-04-12 02:00:00.000,0,13.0,28.87
GF_16054,992,580,6489,2015-05-06 16:11:55.000,2017-03-12 18:43:01.000,9432,7186,8539,1751,9,1913,2017-03-31 12:40:28.000,2017-03-26 14:19:30.365,0,25.0,92.31
GF_16041,992,580,6489,2015-05-06 16:11:55.000,2017-03-12 18:43:01.000,9432,7186,8539,1714,9,1913,2017-04-01 13:40:28.000,2017-03-26 11:19:30.365,0,26.0,89.13
GF_15611,660,86,288,2015-05-06 16:12:41.000,2017-03-13 16:29:38.000,5558,4032,3505,451,9,365,2017-03-31 15:39:57.000,2017-03-28 09:57:49.250,0,23.0,48.21
GF_7213,344,568,6855,2015-05-06 16:12:57.000,2017-03-07 18:41:20.000,9063,205,7811,1786,9,357,2017-04-01 14:40:13.000,2017-03-29 11:09:51.170,0,23.0,49.8
GF_7220,344,568,6855,2015-05-06 16:12:57.000,2017-03-08 20:41:20.000,9063,205,7811,406,9,357,2015-09-22 14:25:30.000,2015-09-23 02:00:00.000,0,26.0,48.73
GF_7224,344,568,6855,2015-05-06 16:12:57.000,2017-03-09 19:41:20.000,9063,205,7811,406,10,357,2016-10-10 21:43:15.000,2016-10-09 17:43:15.000,1,23.0,39.54
GF_22795,759,136,133,2015-05-06 16:13:23.000,2017-03-12 19:42:00.000,5844,7250,3923,852,9,367,2017-03-30 16:44:32.000,2017-03-29 18:08:51.915,0,19.0,69.19
GF_22789,759,136,133,2015-05-06 16:13:23.000,2017-03-13 17:42:00.000,5844,7250,3923,417,9,367,2017-03-29 12:44:32.000,2017-03-30 18:08:51.915,0,19.0,74.44
GF_7548,176,75,289,2015-05-06 16:19:06.000,2017-04-02 14:40:40.000,3851,5244,1304,255,9,150,2017-03-08 18:08:01.000,2017-02-18 23:22:28.092,0,6.0,49.64
GF_4105,1060,257,6598,2015-05-06 16:19:46.000,2017-03-13 20:44:30.000,7700,5983,6010,406,9,609,2017-03-29 16:44:43.000,2017-03-27 17:27:51.743,0,8.0,41.4
GF_15157,399,295,3377,2015-05-06 16:19:52.000,2017-03-07 20:37:24.000,4618,1182,7970,1739,9,150,2017-03-30 16:43:57.000,2017-03-29 14:43:07.423,0,16.0,75.38
GF_15168,399,295,3377,2015-05-06 16:19:52.000,2017-03-08 20:37:24.000,4618,1182,7970,1813,9,150,2017-03-30 12:43:57.000,2017-03-26 14:43:07.423,0,17.0,68.62
GF_15162,399,295,3377,2015-05-06 16:19:52.000,2017-03-09 19:37:24.000,4618,1182,7970,1781,9,150,2017-03-30 12:43:57.000,2017-03-29 17:43:07.423,0,20.0,68.1
GF_15673,208,485,6486,2015-05-06 16:19:59.000,2017-03-11 16:45:12.000,9007,873,7713,1912,9,1616,2017-03-29 13:40:31.000,2017-03-28 12:23:48.203,0,10.0,22.92
GF_6562,399,461,6863,2015-05-06 16:20:08.000,2017-03-12 17:10:34.000,4614,572,7969,1863,9,1252,2017-03-30 16:40:24.000,2017-03-29 11:18:35.516,0,10.0,71.47
GF_6543,399,461,6863,2015-05-06 16:20:08.000,2017-03-13 16:10:34.000,4614,572,7969,1891,9,1252,2015-09-24 14:30:55.000,2016-03-27 05:00:00.000,0,7.0,99.55
GF_21823,660,305,2693,2015-05-06 16:20:59.000,2017-03-12 20:29:45.000,5574,6407,3540,1447,9,325,2017-03-31 12:40:39.000,2017-03-27 10:34:21.163,0,10.0,49.61
GF_10402,464,282,2650,2015-05-06 16:20:59.000,2017-03-13 18:42:14.000,9175,5437,8036,1726,9,1616,2017-04-01 14:43:04.000,2017-03-30 13:19:50.111,0,17.0,54.84
GF_5479,349,292,3370,2015-05-06 16:21:11.000,2017-03-08 21:37:24.000,9085,4315,7852,1549,9,1778,2015-09-23 14:30:44.000,2015-09-21 04:00:00.000,0,11.0,128.52
GF_17266,399,461,6863,2015-05-06 16:21:33.000,2017-03-11 16:10:34.000,4615,572,7969,1726,9,1455,2017-04-01 12:40:24.000,2017-03-29 14:18:32.507,0,16.0,76.94
GF_17279,399,461,6863,2015-05-06 16:21:33.000,2017-03-11 19:10:34.000,4615,572,7969,1859,9,1455,2017-03-30 14:40:24.000,2017-03-28 14:18:32.507,0,18.0,65.67
GF_17264,399,461,6863,2015-05-06 16:21:33.000,2017-03-12 16:10:34.000,4615,572,7969,1705,9,1455,2017-04-02 14:40:24.000,2017-03-28 11:18:32.507,0,18.0,76.34
GF_19173,992,472,6491,2015-05-06 16:21:38.000,2017-03-11 19:43:15.000,9435,7174,8543,1868,9,1689,2017-04-01 13:40:25.000,2017-03-29 14:19:24.016,0,11.0,81.53
GF_19138,992,472,6491,2015-05-06 16:21:38.000,2017-03-12 18:43:15.000,9435,7174,8543,1722,9,1689,2017-03-29 16:40:25.000,2017-03-27 10:19:24.016,0,11.0,89.75
GF_19170,992,472,6491,2015-05-06 16:21:38.000,2017-03-12 18:43:15.000,9435,7174,8543,1855,9,1689,2017-03-29 16:40:25.000,2017-03-28 12:19:24.016,0,7.0,83.19
GF_19165,992,472,6491,2015-05-06 16:21:38.000,2017-03-13 17:43:15.000,9435,7174,8543,1841,9,1689,2017-04-02 14:40:25.000,2017-03-30 10:19:24.016,0,11.0,90.68
GF_2859,759,119,166,2015-05-06 17:02:59.000,2017-03-07 19:37:04.000,5855,7428,3927,759,9,381,2017-03-31 13:44:35.000,2017-03-28 19:09:14.801,0,26.0,63.84
GF_9026,399,296,2646,2015-05-06 17:03:00.000,2017-03-13 17:40:09.000,9144,1475,7975,1626,9,1854,2017-03-09 19:40:09.000,2017-02-15 02:55:28.836,0,7.0,76.3
GF_7119,289,247,6945,2015-05-06 17:03:27.000,2017-03-13 19:21:27.000,4249,3622,7783,1786,9,1899,2015-09-22 15:18:43.000,2016-04-14 01:00:00.000,0,8.0,50.67
GF_2705,432,47,6569,2015-05-06 17:03:29.000,2017-03-12 19:20:44.000,4755,2339,2576,1912,9,150,2015-09-23 16:28:34.000,2016-04-16 05:00:00.000,0,15.0,103.77
GF_6473,660,305,2689,2015-05-06 17:09:22.000,2017-03-08 17:37:27.000,5565,5383,3527,407,9,396,2017-03-30 14:40:39.000,2017-03-29 10:34:21.010,0,26.0,55.13
GF_19556,973,282,6564,2015-05-06 17:09:37.000,2017-04-04 16:41:51.000,6878,3781,8514,1816,9,1899,2017-04-01 14:41:51.000,2017-03-27 14:30:53.781,0,26.0,67.3
GF_14104,464,282,6571,2015-05-06 17:09:46.000,2017-03-11 19:10:33.000,9163,3796,8019,1786,9,1073,2017-04-01 13:43:02.000,2017-03-27 17:19:44.870,0,21.0,75.31
GF_214,660,116,260,2015-05-06 17:10:20.000,2017-03-11 19:47:57.000,5543,6408,3541,1066,9,391,2017-03-31 15:39:57.000,2017-03-29 11:57:49.471,0,25.0,44.97
GF_235,660,116,260,2015-05-06 17:10:20.000,2017-03-12 20:47:57.000,5543,6408,3541,1077,9,391,2017-03-30 12:39:57.000,2017-03-29 13:57:49.471,0,25.0,45.0
GF_218,660,116,260,2015-05-06 17:10:20.000,2017-03-13 17:47:57.000,5543,6408,3541,1078,9,391,2017-04-01 13:39:57.000,2017-03-27 11:57:49.471,0,26.0,45.24
GF_15239,415,450,3280,2015-05-06 17:10:27.000,2017-03-12 20:39:44.000,4689,4404,7995,1791,9,932,2017-04-02 15:40:22.000,2017-03-28 12:18:07.350,0,24.0,67.71
GF_15139,374,57,2638,2015-05-06 17:10:51.000,2017-03-12 16:10:37.000,4534,2680,2202,593,9,365,2017-04-01 14:40:31.000,2017-03-29 12:24:14.526,0,7.0,49.08
GF_6906,707,450,6555,2015-05-06 17:10:53.000,2017-03-11 19:43:10.000,9301,3762,8274,900,9,921,2017-03-30 14:42:33.000,2017-03-26 17:00:07.041,0,9.0,134.03
GF_6909,707,450,6555,2015-05-06 17:10:53.000,2017-03-12 19:43:10.000,9301,3762,8274,924,9,921,2017-03-29 13:42:33.000,2017-03-29 14:00:07.041,0,9.0,149.67
GF_17565,903,97,192,2015-05-06 17:11:11.000,2017-03-11 16:10:23.000,9385,7208,8437,1767,9,582,2017-03-30 12:40:36.000,2017-03-29 11:31:55.181,0,16.0,59.86
GF_16048,992,580,6489,2015-05-06 17:11:55.000,2017-03-11 17:43:01.000,9432,7186,8539,1730,9,1913,2017-04-02 16:40:28.000,2017-03-27 10:19:30.365,0,28.0,94.37
GF_16058,992,580,6489,2015-05-06 17:11:55.000,2017-03-13 16:43:01.000,9432,7186,8539,1791,9,1913,2017-03-31 16:40:28.000,2017-03-29 10:19:30.365,0,27.0,107.42
GF_15608,660,86,288,2015-05-06 17:12:41.000,2017-03-11 20:29:38.000,5558,4032,3505,597,9,365,2017-03-31 15:39:57.000,2017-03-30 09:57:49.250,0,22.0,51.79
GF_15607,660,86,288,2015-05-06 17:12:41.000,2017-03-12 16:29:38.000,5558,4032,3505,592,9,365,2017-04-02 14:39:57.000,2017-03-30 11:57:49.250,0,23.0,52.37
GF_22806,759,136,133,2015-05-06 17:13:23.000,2017-03-11 19:42:00.000,5844,7250,3923,853,9,367,2017-04-01 14:44:32.000,2017-03-28 16:08:51.915,0,18.0,55.39
GF_22801,759,136,133,2015-05-06 17:13:23.000,2017-03-12 17:42:00.000,5844,7250,3923,418,9,367,2017-03-29 14:44:32.000,2017-03-30 16:08:51.915,0,21.0,65.09
GF_21415,660,75,259,2015-05-06 17:18:52.000,2017-03-11 18:41:49.000,5544,6409,3542,445,9,380,2017-02-05 23:58:29.000,2017-01-30 04:00:00.000,0,7.0,28.55
GF_21414,660,75,259,2015-05-06 17:18:52.000,2017-03-12 16:41:49.000,5544,6409,3542,445,9,380,2017-03-09 17:41:49.000,2017-02-14 11:09:45.398,0,10.0,32.01
GF_3950,11,66,262,2015-05-06 17:19:02.000,2017-03-11 20:29:38.000,3205,2567,3550,717,9,386,2017-03-29 14:44:41.000,2017-03-30 15:18:26.222,0,25.0,45.16
GF_3946,11,66,262,2015-05-06 17:19:02.000,2017-03-13 19:29:38.000,3205,2567,3550,711,9,386,2017-03-31 13:44:41.000,2017-03-29 15:18:26.222,0,25.0,51.8
GF_18695,992,593,6858,2015-05-06 17:19:31.000,2017-03-13 16:42:57.000,9429,7114,8534,1912,9,746,2017-03-30 12:40:13.000,2017-03-26 11:08:18.579,0,26.0,102.41
GF_4193,759,136,264,2015-05-06 17:19:38.000,2017-03-07 18:36:54.000,5858,7253,3929,75,9,150,2017-04-02 14:44:32.000,2017-03-30 16:09:13.723,0,26.0,108.74
GF_4113,1060,257,6598,2015-05-06 17:19:46.000,2017-03-13 18:44:30.000,7700,5983,6010,497,9,609,2017-03-07 20:44:30.000,2017-02-14 16:52:50.940,0,12.0,37.94
GF_16323,399,282,3820,2015-05-06 17:20:00.000,2017-03-12 19:17:44.000,4616,834,7973,1827,9,1778,2017-03-29 16:43:56.000,2017-03-30 15:43:04.735,0,11.0,65.04
GF_18506,805,309,2536,2015-05-06 17:20:05.000,2017-04-02 14:43:58.000,5939,6858,4072,1459,9,1740,2015-09-26 17:23:25.000,2016-04-15 03:00:00.000,0,10.0,47.15
GF_26,759,119,274,2015-05-06 17:20:12.000,2017-03-09 19:36:53.000,5857,7255,3930,591,9,921,2015-05-05 17:20:12.000,2015-05-02 04:59:50.898,0,25.0,37.02
GF_20212,480,580,6864,2015-05-06 17:20:14.000,2017-03-11 20:10:34.000,9198,2227,8071,1748,9,1913,2017-04-02 14:40:24.000,2017-03-27 10:18:37.807,0,25.0,47.95
GF_20633,727,89,99,2015-05-06 17:20:43.000,2017-03-12 20:29:40.000,9296,5877,8282,591,10,937,2017-01-21 22:08:33.000,2017-01-17 02:00:00.000,0,25.0,44.19
GF_16824,176,563,6848,2015-05-06 17:20:51.000,2017-03-13 19:45:03.000,3849,5232,1295,1388,9,1636,2015-05-07 13:20:51.000,2015-05-04 04:38:49.978,0,12.0,35.38
GF_4457,31,144,218,2015-05-06 17:20:59.000,2017-03-09 18:37:15.000,8928,4399,7572,406,9,294,2017-03-06 19:37:15.000,2017-02-17 12:10:13.166,0,5.0,114.06
GF_10403,464,282,2650,2015-05-06 17:20:59.000,2017-03-11 17:42:14.000,9175,5437,8036,1786,9,1616,2017-03-30 12:43:04.000,2017-03-27 15:19:50.111,0,20.0,65.12
GF_21801,660,305,2693,2015-05-06 17:20:59.000,2017-03-11 18:29:45.000,5574,6407,3540,441,9,325,2015-09-22 17:26:34.000,2016-03-27 02:00:00.000,0,8.0,54.34
GF_21808,660,305,2693,2015-05-06 17:20:59.000,2017-03-12 17:29:45.000,5574,6407,3540,565,9,325,2017-03-30 12:40:39.000,2017-03-28 12:34:21.163,0,10.0,52.34
GF_21817,660,305,2693,2015-05-06 17:20:59.000,2017-03-12 19:29:45.000,5574,6407,3540,429,9,325,2017-04-02 13:40:39.000,2017-03-30 12:34:21.163,0,9.0,49.65
GF_21824,660,305,2693,2015-05-06 17:20:59.000,2017-03-13 19:29:45.000,5574,6407,3540,1449,9,325,2017-03-29 13:40:39.000,2017-03-28 10:34:21.163,0,8.0,45.89
GF_21825,660,305,2693,2015-05-06 17:20:59.000,2017-03-13 20:29:45.000,5574,6407,3540,1451,9,325,2017-03-29 15:40:39.000,2017-03-26 14:34:21.163,0,8.0,51.33
GF_17265,399,461,6863,2015-05-06 17:21:33.000,2017-03-11 16:10:34.000,4615,572,7969,1709,9,1455,2017-03-29 12:40:24.000,2017-03-27 12:18:32.507,0,17.0,76.12
GF_17275,399,461,6863,2015-05-06 17:21:33.000,2017-03-11 18:10:34.000,4615,572,7969,1820,9,1455,2017-03-31 12:40:24.000,2017-03-28 11:18:32.507,0,16.0,66.01
GF_19140,992,472,6491,2015-05-06 17:21:38.000,2017-03-11 19:43:15.000,9435,7174,8543,1739,9,1689,2017-03-29 12:40:25.000,2017-03-30 11:19:24.016,0,8.0,80.22
GF_18009,908,12,7542,2015-05-07 00:57:47.000,2017-03-09 21:48:55.000,6687,822,5669,551,9,746,2015-05-07 21:57:47.000,2015-05-05 00:18:51.550,1,7.0,135.26
GF_16742,908,14,7428,2015-05-07 13:00:24.000,2017-03-11 17:47:41.000,4339,559,1954,1912,9,279,2017-03-30 16:56:55.000,2017-03-28 17:58:08.687,0,10.0,134.43
GF_2862,759,119,166,2015-05-07 13:02:59.000,2017-03-09 17:37:04.000,5855,7428,3927,759,9,381,2016-04-12 23:13:04.000,2016-04-12 04:00:00.000,0,27.0,34.8
GF_20326,1111,493,6865,2015-05-07 13:03:22.000,2017-03-13 20:45:22.000,7736,937,8736,406,9,150,2015-09-24 15:31:21.000,2015-09-23 05:00:00.000,0,8.0,82.28
GF_6482,660,305,2689,2015-05-07 13:09:22.000,2017-03-09 17:37:27.000,5565,5383,3527,417,9,396,2017-04-02 12:40:39.000,2017-03-26 11:34:21.010,0,29.0,46.18
GF_6475,660,305,2689,2015-05-07 13:09:22.000,2017-03-09 19:37:27.000,5565,5383,3527,1961,9,396,2017-03-30 15:40:39.000,2017-03-27 12:34:21.010,0,29.0,56.41
GF_19258,660,305,3424,2015-05-07 13:09:22.000,2017-03-11 16:42:05.000,5563,5348,3520,422,9,319,2017-04-01 15:40:39.000,2017-03-27 14:34:20.969,0,10.0,43.52
GF_19250,660,305,3424,2015-05-07 13:09:22.000,2017-03-11 18:42:05.000,5563,5348,3520,399,9,319,2015-05-09 14:09:22.000,2015-05-02 06:19:38.942,0,9.0,43.99
GF_19272,660,305,3424,2015-05-07 13:09:22.000,2017-03-12 19:42:05.000,5563,5348,3520,425,9,319,2017-03-31 15:40:39.000,2017-03-28 12:34:20.969,0,7.0,49.04
GF_16134,399,295,3787,2015-05-07 13:09:55.000,2017-03-11 16:42:14.000,9142,1573,7972,1884,9,1913,2017-03-31 15:43:56.000,2017-03-29 18:43:03.064,0,12.0,64.17
GF_202,660,116,260,2015-05-07 13:10:20.000,2017-03-11 16:47:57.000,5543,6408,3541,432,9,391,2017-04-01 16:39:57.000,2017-03-28 10:57:49.471,0,25.0,51.18
GF_229,660,116,260,2015-05-07 13:10:20.000,2017-03-13 20:47:57.000,5543,6408,3541,604,9,391,2017-04-02 13:39:57.000,2017-03-29 10:57:49.471,0,27.0,43.39
GF_15237,415,450,3280,2015-05-07 13:10:27.000,2017-03-12 16:39:44.000,4689,4404,7995,1786,9,932,2017-03-30 15:40:22.000,2017-03-30 11:18:07.350,0,24.0,69.04
GF_15243,415,450,3280,2015-05-07 13:10:27.000,2017-03-13 16:39:44.000,4689,4404,7995,1807,9,932,2017-04-01 12:40:22.000,2017-03-29 11:18:07.350,0,25.0,70.61
GF_15128,374,57,2638,2015-05-07 13:10:51.000,2017-03-12 17:10:37.000,4534,2680,2202,430,9,365,2017-04-01 16:40:31.000,2017-03-26 11:24:14.526,0,9.0,47.39
GF_6905,707,450,6555,2015-05-07 13:10:53.000,2017-03-13 17:43:10.000,9301,3762,8274,889,9,921,2017-03-29 15:42:33.000,2017-03-26 15:00:07.041,0,7.0,151.39
GF_16044,992,580,6489,2015-05-07 13:11:55.000,2017-03-11 18:43:01.000,9432,7186,8539,1718,9,1913,2017-03-30 15:40:28.000,2017-03-28 11:19:30.365,0,26.0,98.28
GF_16079,992,580,6489,2015-05-07 13:11:55.000,2017-03-13 20:43:01.000,9432,7186,8539,1859,9,1913,2017-04-01 16:40:28.000,2017-03-27 10:19:30.366,0,24.0,87.95
GF_12960,1111,477,1855,2015-05-07 13:11:57.000,2017-03-12 17:43:13.000,9498,1362,8678,1873,9,192,2017-03-10 19:43:13.000,2017-02-17 15:06:35.296,1,23.0,72.41
GF_4320,568,85,189,2015-05-07 13:12:16.000,2017-03-11 16:10:35.000,5221,5038,3135,1656,9,82,2015-09-25 15:30:22.000,2016-03-29 05:00:00.000,0,13.0,41.75
GF_4327,568,85,189,2015-05-07 13:12:16.000,2017-03-11 18:10:35.000,5221,5038,3135,450,9,82,2015-05-09 17:12:16.000,2015-05-02 04:41:51.730,0,12.0,24.35
GF_4318,568,85,189,2015-05-07 13:12:16.000,2017-03-12 16:10:35.000,5221,5038,3135,597,9,82,2017-04-02 16:39:58.000,2017-03-27 11:58:53.399,0,12.0,61.39
GF_15605,660,86,288,2015-05-07 13:12:41.000,2017-03-11 16:29:38.000,5558,4032,3505,419,9,365,2017-03-30 16:39:57.000,2017-03-30 12:57:49.250,0,26.0,53.56
GF_4450,23,581,98,2015-05-07 13:12:49.000,2017-03-11 17:22:20.000,3250,2860,417,406,9,150,2015-05-07 15:12:49.000,2015-05-01 03:45:49.912,0,23.0,96.88
GF_7218,344,568,6855,2015-05-07 13:12:57.000,2017-03-07 18:41:20.000,9063,205,7811,1873,9,357,2017-04-02 13:40:13.000,2017-03-29 10:09:51.170,0,25.0,46.14
GF_7219,344,568,6855,2015-05-07 13:12:57.000,2017-03-08 18:41:20.000,9063,205,7811,1877,9,357,2017-03-31 14:40:13.000,2017-03-27 10:09:51.170,0,27.0,49.23
GF_7210,344,568,6855,2015-05-07 13:12:57.000,2017-03-09 20:41:20.000,9063,205,7811,1705,9,357,2017-04-02 15:40:13.000,2017-03-26 14:09:51.170,0,23.0,50.56
GF_2951,1111,476,1790,2015-05-07 13:13:05.000,2017-03-11 17:10:21.000,9510,946,8701,1873,9,150,2015-09-26 16:26:10.000,2016-04-12 05:00:00.000,0,8.0,81.99
GF_22804,759,136,133,2015-05-07 13:13:23.000,2017-03-12 20:42:00.000,5844,7250,3923,460,9,367,2015-09-22 13:30:19.000,2015-09-22 05:00:00.000,0,18.0,57.02
GF_4100,1060,257,6598,2015-05-07 13:19:46.000,2017-03-13 16:44:30.000,7700,5983,6010,497,9,609,2015-09-22 15:30:13.000,2015-09-25 03:00:00.000,0,12.0,48.99
GF_15173,399,295,3377,2015-05-07 13:19:52.000,2017-03-09 18:37:24.000,4618,1182,7970,1840,9,150,2017-03-29 12:43:57.000,2017-03-29 18:43:07.423,0,17.0,76.06
GF_15155,399,295,3377,2015-05-07 13:19:52.000,2017-03-09 20:37:24.000,4618,1182,7970,1721,9,150,2017-03-30 12:43:57.000,2017-03-26 15:43:07.423,0,20.0,79.94
GF_20216,480,580,6864,2015-05-07 13:20:14.000,2017-03-13 16:10:34.000,9198,2227,8071,1806,9,1913,2017-03-30 12:40:24.000,2017-03-27 13:18:37.807,0,27.0,48.3
GF_15483,760,323,2717,2015-05-07 13:20:48.000,2017-04-04 16:43:01.000,9327,5278,8335,1912,9,1899,2016-03-28 20:40:34.000,2016-03-27 05:00:00.000,0,6.0,129.46
GF_16825,176,563,6848,2015-05-07 13:20:51.000,2017-03-13 17:45:03.000,3849,5232,1295,1388,9,1636,2015-09-26 16:27:27.000,2016-04-14 03:00:00.000,0,9.0,32.93
GF_21800,660,305,2693,2015-05-07 13:20:59.000,2017-03-11 20:29:45.000,5574,6407,3540,1440,9,325,2017-04-01 13:40:39.000,2017-03-26 13:34:21.163,0,9.0,59.33
GF_21809,660,305,2693,2015-05-07 13:20:59.000,2017-03-13 19:29:45.000,5574,6407,3540,1452,9,325,2017-03-29 14:40:39.000,2017-03-27 11:34:21.163,0,6.0,45.81
GF_21846,660,305,2693,2015-05-07 13:20:59.000,2017-03-13 20:29:45.000,5574,6407,3540,564,9,325,2017-04-01 12:40:39.000,2017-03-27 14:34:21.163,0,9.0,45.64
GF_17269,399,461,6863,2015-05-07 13:21:33.000,2017-03-11 19:10:34.000,4615,572,7969,1767,9,1455,2017-03-30 14:40:24.000,2017-03-29 11:18:32.507,0,18.0,77.48
GF_17274,399,461,6863,2015-05-07 13:21:33.000,2017-03-12 19:10:34.000,4615,572,7969,1816,9,1455,2017-03-29 15:40:24.000,2017-03-27 11:18:32.507,0,16.0,76.09
GF_19144,992,472,6491,2015-05-07 13:21:38.000,2017-03-11 17:43:15.000,9435,7174,8543,1771,9,1689,2017-03-31 15:40:25.000,2017-03-26 14:19:24.016,0,9.0,85.44
GF_19180,992,472,6491,2015-05-07 13:21:38.000,2017-03-12 16:43:15.000,9435,7174,8543,1885,9,1689,2016-03-28 23:48:04.000,2016-04-14 04:00:00.000,0,10.0,72.5
GF_20684,610,15,7519,2015-05-07 14:01:58.000,2017-03-09 18:33:41.000,5359,122,8099,2012,9,2038,2017-03-29 16:52:29.000,2017-03-27 03:54:37.335,0,12.0,40.26
GF_9024,399,296,2646,2015-05-07 14:03:00.000,2017-03-13 17:40:09.000,9144,1475,7975,1912,9,1854,2017-03-31 16:43:56.000,2017-03-30 16:43:01.972,1,11.0,86.58
GF_19252,660,305,3424,2015-05-07 14:09:22.000,2017-03-11 20:42:05.000,5563,5348,3520,1265,9,319,2017-03-31 14:40:39.000,2017-03-29 10:34:20.969,0,9.0,53.54
GF_19247,660,305,3424,2015-05-07 14:09:22.000,2017-03-12 19:42:05.000,5563,5348,3520,1456,9,319,2017-04-01 12:40:39.000,2017-03-27 12:34:20.969,0,9.0,56.45
GF_19271,660,305,3424,2015-05-07 14:09:22.000,2017-03-13 17:42:05.000,5563,5348,3520,1269,9,319,2017-03-31 15:40:39.000,2017-03-27 11:34:20.969,0,7.0,51.14
GF_21763,1111,477,3423,2015-05-07 14:10:25.000,2017-03-11 16:10:20.000,9528,1810,8734,1834,9,434,2017-04-02 12:40:30.000,2017-03-28 13:23:06.638,0,24.0,56.95
GF_15247,415,450,3280,2015-05-07 14:10:27.000,2017-03-11 17:39:44.000,4689,4404,7995,1830,9,932,2017-04-02 16:40:22.000,2017-03-26 10:18:07.350,0,22.0,61.56
GF_6908,707,450,6555,2015-05-07 14:10:53.000,2017-03-12 16:43:10.000,9301,3762,8274,920,9,921,2017-03-29 14:42:33.000,2017-03-26 16:00:07.041,0,7.0,152.91
GF_16051,992,580,6489,2015-05-07 14:11:55.000,2017-03-11 16:43:01.000,9432,7186,8539,1744,9,1913,2017-03-31 13:40:28.000,2017-03-26 13:19:30.365,0,28.0,88.23
